15822,15002.15
15823,17518.2
15824,31926.37
15825,11737.14
15827,26493.18
15828,16774.25
15829,11119.82
15830,14881.13
15831,10320.36
15832,15431.43
15833,26000.6
15834,11620.62
15836,16325.29
15838,14820.1
15840,17527.88
15841,16607.69
15842,34484.62
15843,11772.17
15844,28266.65
15845,14732.1
15846,11912.24
15847,15154.11
15848,16375.39
15849,11011.47
15850,22315.95
15851,12351.91
15852,26833.57
15853,15365.24
15854,14230.03
15855,15321.35
15856,12443.29
15857,21257.39
15858,14932.77
15859,37484.99
15860,11327.21
15861,14340.3
15862,14919.08
15863,17957.77
15864,14455.88
15865,26041.62
15866,12845.26
15867,12243.87
15868,22780.4
15869,18260.67
15870,26723.01
15871,11893.62
15873,22230.56
15874,27071.74
15875,22114.27
15876,18792.95
15877,37108.25
15878,16812.26
15879,14294.69
15880,15308.34
15881,28357.07
15882,22077.75
15883,11937.63
15884,14918.39
15885,15590.55
15887,11523.57
15888,23738.32
15889,32313.18
15890,11834.49
15891,27798.54
15892,15535.51
15893,27245.93
15894,11790.6
15895,23203.76
15897,14361.13
15898,11902.28
15899,16299.86
15900,12271.14
15901,28271.23
15902,22984.08
15903,15541.52
15904,17847.43
15905,36884.86
15906,9950.12
15907,9637.43
15908,25657.47
15909,15560.15
15910,14012.57
15912,15392.0
15913,16218.26
15914,11728.02
15915,26924.06
15916,28873.34
15918,21267.14
15919,11454.56
15920,15178.72
15921,30379.57
15922,10022.21
15923,14263.73
15924,14437.35
15925,16168.45
15926,9696.14
15927,22714.32
15928,14866.93
15929,13328.33
15930,15330.91
15932,14199.19
15933,16207.79
15934,11123.63
15935,15006.73
15936,28001.89
15937,11639.56
15939,11673.56
15940,27860.72
15941,14351.25
15942,14397.2
15943,14399.95
15944,15479.25
15945,27978.66
15947,23380.43
15949,15167.05
15950,34089.51
15951,10891.0
15952,24971.17
15953,11933.56
15954,14718.61
15955,18109.82
15957,17229.0
15958,11717.32
15959,18371.43
15960,31964.23
15961,12345.42
15962,17873.45
15963,16328.68
15964,29522.09
15965,17228.31
15966,19076.22
15967,38752.1
15968,11623.15
15969,24569.24
15970,20073.05
15971,17525.37
15972,18641.46
15973,21718.86
15974,12711.63
16239,7005.17
16240,4798.89
16241,5499.85
16243,5316.96
16244,3692.7
16246,4999.58
16247,10060.82
16248,10161.84
16249,7894.68
16252,9572.22
16253,6250.71
16255,4855.64
16256,5660.15
16257,15108.38
16258,10788.56
16259,6864.27
16260,8828.36
16261,7402.13
16262,4469.76
16264,5082.79
16265,5454.59
16266,5098.93
16267,4010.87
16268,6941.53
16269,4374.23
16270,10145.47
16271,7499.67
16272,5404.35
16273,6740.96
16274,5930.31
16275,10915.84
16276,4667.96
16277,6038.83
16278,4191.44
16279,10504.41
16280,4799.97
16281,10193.18
16282,10280.84
16283,7252.96
16284,5379.31
16285,6734.28
16286,5178.39
16287,6487.16
16288,11108.66
16289,4413.84
16290,10748.11
16291,4306.97
16292,7877.36
16293,3623.8
16294,11679.11
16295,4863.28
16296,4685.14
16297,6283.65
16298,5081.83
16299,4462.93
16300,11433.53
16301,9646.54
16302,10213.83
16303,3785.39
16304,12028.75
16305,4428.36
16306,3748.1
16307,11553.98
16308,6713.34
16309,12630.8
16310,6332.3
16312,5087.25
16313,5947.39
16315,7980.14
16316,5913.94
16317,7372.17
16318,3473.91
16319,11390.53
16320,6785.74
16321,4781.84
16323,4386.19
16324,8736.4
16325,7255.04
16326,10904.14
16327,11423.77
16328,4651.85
16329,4812.14
16330,5357.3
16332,7262.85
16333,10769.34
16334,4887.38
16336,5962.65
16337,3441.68
16338,6932.1
16339,3823.89
16340,11456.2
16341,4391.43
16342,6899.79
16343,12628.27
16345,11011.18
16346,9411.22
16347,8535.33
16348,11240.43
16349,4723.75
16350,4752.36
16351,10571.98
16353,4452.24
16354,6772.28
16355,4557.04
16356,3608.32
16357,11252.87
16358,5346.33
16359,5978.74
16360,9950.09
16361,7898.78
16363,5588.71
16364,3976.68
16365,6666.63
16366,6495.91
16367,4027.58
16368,10006.1
16369,4882.08
16370,5587.1
16371,10860.88
16372,5169.17
16373,5420.5
16374,11973.59
16375,10452.52
16377,5281.59
16378,3917.67
16379,7628.94
16380,9487.66
16381,7207.66
16383,7300.25
16386,3542.92
16387,6708.27
16388,6391.27
16389,3734.61
16390,3723.44
16391,5488.91
16392,10979.23
16393,5340.7
16395,6867.2
16396,5246.98
16397,12702.98
16399,10260.89
16401,6015.04
16402,6096.8
16404,13441.4
16405,7672.1
16406,4561.81
16407,3800.43
16408,5455.28
16409,7503.07
16410,12010.42
16411,3947.04
16412,7056.8
16413,5754.64
16414,14211.09
16415,6341.28
16416,13197.89
16417,8423.68
16418,6029.32
16419,4686.41
16420,7975.89
16421,9704.01
16422,5422.2
16423,6693.01
16424,7152.42
16425,8691.99
16426,14062.15
16427,7972.26
16429,4732.81
16431,8228.09
16432,13555.99
16433,12369.96
16434,5758.45
16435,6704.94
16436,13789.33
